Дата/Время;Сообщение;Значение
2026-08-21 17:40:27,680;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 17:40:27,680;Неизвестный индекс сообщения: 28;577
2026-08-21 17:40:27,680;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:40:27,680;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:40:27,680;Таймер отсутствия изменений показаний СПОЗ-Б;Пас
2026-08-21 17:40:27,680;СПОЗ-Б: код ошибки;Ошибка "Тайм-аут данных процесса"
2026-08-21 17:40:27,680;СПОЗ-Б: подкод ошибки;Ошибка тайм-аута полевой шины
2026-08-21 17:40:27,680;A4: mod_error;Пас
2026-08-21 17:40:27,680;Неизвестный индекс сообщения: 28;0
2026-08-21 17:40:27,710;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:40:27,710;СПОЗ-Б: код ошибки;Нет ошибок
2026-08-21 17:40:27,710;СПОЗ-Б: подкод ошибки;0
2026-08-21 17:40:27,740;ШСП-Б: блокировка другого канала;Акт
2026-08-21 17:40:27,780;Начало форсированного сигнала;Пас
2026-08-21 17:40:38,970;ПК: Останов;Акт
2026-08-21 17:41:06,470;ШСП-Б: автомат QF8 выключен;Акт
2026-08-21 17:41:07,180;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:41:07,190;ШСП-Б: блокировка другого канала;Пас
2026-08-21 17:41:11,400;ШСП-Б: открыта дверь шкафа;Пас
2026-08-21 17:41:46,350;ШСП-А: открыта дверь шкафа;Акт
2026-08-21 17:41:48,850;ШСП-А: автомат QF8 выключен;Акт
2026-08-21 17:41:49,530;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:41:49,530;Код ошибки по приоритету (старшая часть);1
2026-08-21 17:41:49,540;ШСП-А: блокировка другого канала;Пас
2026-08-21 17:41:51,410;ШСП-А: открыта дверь шкафа;Пас
2026-08-21 17:42:00,580;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:42:00,810;ШЗ: сработала защита;Акт
2026-08-21 17:47:47,710;Взведен переключатель переход запрещен;Пас
